movieId,num_ratings,avg_rating,pct_of_all_ratings
296,67310,4.174231169217055,0.3368190510579851
356,66172,4.029000181345584,0.3311245022523992
318,63366,4.446990499637029,0.3170832861289598
593,63299,4.17705650958151,0.31674801831703164
480,59715,3.6647408523821485,0.29881369237747113
260,54502,4.190671901948552,0.27272785501058244
110,53769,4.042533802004873,0.26905992506814447
589,52244,3.9319539085828037,0.2614288293488839
2571,51334,4.187185880702848,0.25687519190329233
527,50054,4.310175010988133,0.25047007549630645
1,49695,3.921239561324077,0.24867364050403462
457,49581,3.9856900828946573,0.24810318482403745
150,47777,3.86859786089541,0.2390759738879417
780,47048,3.370961571161367,0.23542805993427549
50,47006,4.334372207803259,0.23521789205217125
1210,46839,4.004622216528961,0.2343822245209473
592,46054,3.4023646154514267,0.2304540867244755
1196,45313,4.188202061218635,0.22674612480449385
2858,44987,4.155933936470536,0.2251148217195896
32,44980,3.8980546909737663,0.22507979373923892
590,44208,3.7284654361201595,0.2212167079062755
1198,43295,4.219009123455364,0.21664805846910515
608,43272,4.112359031244223,0.21653296653366708
47,43249,4.053492566302111,0.2164178745982291
380,43159,3.4911490071595725,0.21596751485086288
588,41842,3.6808708952726925,0.20937725054773754
377,41562,3.4932029257494825,0.20797613133370935
1270,41426,3.924141843286825,0.2072955877154671
858,41355,4.364732196832306,0.20694030391476712
2959,40106,4.227123123722136,0.2006903114207629
2762,39028,4.0549989750948034,0.19529600244675446
364,38991,3.779090046420969,0.19511085455061503
344,38226,2.9823418615601947,0.19128279669800236
4993,37553,4.137925065906852,0.1879151065871418
648,37127,3.388598594015137,0.1857834037829418
2028,37110,4.06441659929938,0.18569833583066153
1580,35580,3.55831928049466,0.1780422201254362
595,35138,3.673302407649838,0.1758304533661489
500,34392,3.386267155152361,0.1720974714602024
367,34384,3.1747178920428105,0.17205743948265875
5952,33947,4.107520546734616,0.16987069270933622
165,33940,3.4890247495580438,0.16983566472898554
597,33900,3.420427728613569,0.1696355048412672
1240,33429,3.8963923539441803,0.16727862216338413
1136,33024,4.174146075581396,0.16525200330023623
3578,32878,3.952247703631608,0.1645214197100644
153,32867,2.894727234003712,0.16446637574094186
1097,32685,3.7549181581765336,0.16355564825182356
1197,32586,4.1767323390413065,0.16306025252972073
736,32446,3.196249152437897,0.16235969292270666
34,32255,3.6430940939389242,0.16140392945885174
1721,32238,3.3381878528444693,0.16131886150657146
231,32085,2.9524700015583605,0.16055324993604891
1265,32026,3.8676231811653032,0.1602580141016644
4306,31972,3.843613161516327,0.1599877982532447
316,31799,3.3542249756281644,0.159122106738863
7153,31577,4.14238211356367,0.1580112193620264
733,31353,3.679536248524862,0.15689032399080385
1291,31280,4.007592710997442,0.15652503219571795
1214,30933,4.041783855429476,0.1547886451697616
541,30526,4.133705693507174,0.15275201831222782
4226,30443,4.1785467923660615,0.15233668654521232
1036,30399,3.9338465081088194,0.15211651066872217
1193,29932,4.24807897901911,0.1497796439796109
2628,29574,3.0809832961385,0.14798821298453205
349,29571,3.6603090866051198,0.14797320099295316
587,29488,3.443858518719479,0.14755786922593767
2716,29381,3.7472686430005786,0.1470224415262912
10,29005,3.430029305292191,0.1451409385817391
539,28805,3.518416941503211,0.14414013914314755
586,28348,3.0866551432199802,0.14185331242596586
1073,28335,3.7099347097229574,0.1417882604624574
1704,28324,4.032516593701454,0.14173321649333487
208,27775,2.8520972097209722,0.13898602203440108
357,27699,3.6511065381421712,0.1386057182477363
1527,27660,3.714479392624729,0.13841056235721094
1089,27635,4.089361317170255,0.138285462427387
253,27568,3.4966446604759143,0.13795019461545882
1221,27398,4.275640557704942,0.13709951509265603
1200,27206,4.005642137763728,0.13613874763160813
2997,27160,3.9532032400589103,0.13590856376073207
3793,26846,3.5990091633762944,0.13433730864214335
1617,26836,4.083376807273812,0.13428726867021376
1213,26406,4.183632507763387,0.13213554987724194
329,26404,3.3296280866535373,0.13212554188285602
39,26254,3.413632208425383,0.13137494230391236
292,26246,3.414367903680561,0.1313349103263687
293,25804,4.050573554487676,0.12912314356708138
454,25689,3.4953871306785005,0.12854768388989124
6539,25257,3.8565744150136596,0.1263859571025335
924,25253,3.9557478319407595,0.12636594111376168
3996,25090,3.903248306098047,0.12555028957130956
434,24940,3.0573376102646352,0.12479968999236589
1206,24694,3.995302502632218,0.1235687066828983
2683,24651,3.2111273376333616,0.12335353480360113
185,24618,3.1104273295962304,0.1231884028962335
1961,24591,3.899170428205441,0.12305329497202366
1923,24582,3.5462940362867137,0.12300825899728704
2396,24521,3.8357938093878716,0.12270301516851662
111,24481,4.110575548384461,0.1225028552807983
1682,24372,3.8032783522074514,0.12195741958676591
4973,24349,4.19707174832642,0.12184232765132788
912,24349,4.258326830670664,0.12184232765132788
21,24116,3.581688505556477,0.12067639630536874
6,23899,3.8349303318130468,0.1195905289144969
4963,23769,3.791850729942362,0.1189400092794124
223,23695,3.8695505380882045,0.11856971348713351
4886,23657,3.8794437164475633,0.11837956159380114
5445,23642,3.6648972168175282,0.11830450163590678
161,23628,3.744201794481124,0.11823444567520536
288,23610,3.230347310461669,0.11814437372573211
778,23589,4.0112340497689605,0.11803928978468001
6377,23569,3.8862276719419575,0.11793920984082085
919,23445,3.9816805288974195,0.1173187141888941
1258,23410,4.011533532678342,0.11714357428714056
5349,23404,3.5691762091950094,0.11711355030398281
2918,23317,3.9436677102543207,0.1166782025481955
2329,23309,4.151207688017504,0.11663817057065183
2706,23301,3.331509377279945,0.11659813859310818
750,23220,4.247286821705426,0.1161928148204786
339,23214,3.500344619626088,0.11616279083732087
1208,23090,4.108899956691208,0.11554229518539408
3114,22770,3.8418533157663592,0.11394101608364761
7361,22352,4.105628131710809,0.11184934525699129
1393,22319,3.6215780276894125,0.11168421334962367
2,22243,3.2119768016904193,0.11130390956295891
1387,22168,3.805304944063515,0.11092860977348706
95,22104,3.0946435034382915,0.11060835395313776
1517,22074,3.4437800126846065,0.11045823403734903
141,22020,3.5122161671207994,0.11018801818892932
4995,21931,3.91974830149104,0.10974266243875608
1222,21926,4.033179786554775,0.10971764245279128
1307,21888,3.8429961622807016,0.10952749055945889
6874,21746,3.901338177136025,0.1088169229580589
2987,21739,3.529693178159069,0.1087818949777082
1784,21684,3.7922892455266557,0.10850667513209551
25,21553,3.689509581032803,0.10785115149981805
2291,21394,3.7270963821632233,0.10705551594613777
1610,21349,3.862522834793199,0.10683033607245468
2115,21266,3.676502398194301,0.1064150043054392
1968,21158,3.8286463748936574,0.10587457260859975
1917,21103,2.957470501824385,0.10559935276298707
3147,21080,3.9826612903225804,0.10548426082754904
19,20938,2.6074123603018435,0.10477369322614905
36,20809,3.9427170935652844,0.1041281775882575
1259,20804,3.999134781772736,0.1041031576022927
2916,20791,3.5676735125775574,0.10403810563878427
1732,20725,3.9449457177322076,0.10370784182404905
17,20667,3.9685730875308463,0.10341760998685749
300,20601,3.666690937333139,0.1030873461721223
1080,20557,3.9811256506299557,0.10286717029563215
1225,20545,4.073886590411292,0.10280712232931664
1246,20538,3.8938066023955593,0.10277209434896596
551,20509,3.731849431956702,0.10262697843037019
2355,20465,3.610603469337894,0.10240680255388004
58559,20438,4.220129171151776,0.10227169462967017
1101,20338,3.4141508506244467,0.1017712949103744
2502,20328,3.9853896103896105,0.10172125493844483
5418,20091,3.9010502214922105,0.10053530760371385
2174,19988,3.472783670202121,0.1000198958928392
8961,19890,3.908572146807441,0.09952950416792934
1584,19874,3.6533158901076783,0.09944944021284202
1220,19824,3.804782082324455,0.09919924035319413
2012,19724,3.249264854998986,0.09869884063389836
1079,19674,3.849623869065772,0.09844864077425049
1219,19649,4.076899587765281,0.09832354084442652
2797,19506,3.6222188044704193,0.09760796924583356
508,19489,3.814998204115142,0.09752290129355329
4027,19459,3.891130068348836,0.09737278137776456
2011,19446,3.4464928520004112,0.0973077294142561
62,19381,3.7318249832309993,0.09698246959671385
1356,19324,3.664872697164148,0.09669724175671526
440,19297,3.603979893247655,0.0965621338325054
2710,19111,2.884072000418607,0.09563139035461526
4022,18913,3.6164542906995187,0.09464059891040963
2791,18866,3.798261422665112,0.09440541104234063
474,18836,3.7325069016776387,0.0942552911265519
788,18799,2.8827065269429224,0.09407014323041245
4878,18731,4.015989536063211,0.09372987142129133
33794,18686,3.970753505298084,0.09350469154760824
7438,18684,3.869085848854635,0.09349468355322231
410,18618,2.9920775593511655,0.0931644197384871
1653,18573,3.7668389597803262,0.092939239864804
1573,18460,3.331744312026002,0.09237378818199977
3897,18434,3.8554030595638493,0.09224368425498289
442,18307,3.0436171956082374,0.09160817661147724
11,18162,3.667712806959586,0.09088259701849837
2324,18156,4.175837188808107,0.09085257303534063
5989,18002,3.848433507388068,0.09008195746762514
104,17915,3.4170806586659226,0.08964660971183781
337,17881,3.75583021083832,0.08947647380727726
923,17774,4.1304433442106445,0.08894104610763078
594,17766,3.6104919509174827,0.08890101413008711
2000,17620,3.6906356413166854,0.08817043053991529
4011,17617,4.042146790032355,0.08815541854833642
1127,17508,3.6580991546721497,0.08760998285430402
904,17449,4.271333600779414,0.08731474701991951
16,17394,3.7874554444061173,0.08703952717430684
2700,17371,3.626388808934431,0.08692443523886881
4896,17239,3.6143337780613725,0.0862639076093984
1391,17230,2.963174695298897,0.08621887163466177
509,17068,3.689946097961097,0.08540822408940262
368,17062,3.410737310983472,0.08537820010624488
1247,17039,4.073889312753096,0.08526310817080685
2692,17029,4.025309765693817,0.08521306819887726
6365,17003,3.2963888725519026,0.08508296427186036
1485,16832,3.2192252851711025,0.0842272807518646
2617,16761,3.1668754847562797,0.0838719969511646
353,16524,3.513586298717018,0.08268604961643361
2054,16510,2.702725620835857,0.08261599365573219
3751,16472,3.5813501699854298,0.0824258417623998
5378,16425,3.108584474885845,0.08219065389433079
235,16419,3.6636518667397526,0.08216062991117304
4034,16379,3.8272483057573723,0.08196047002345473
3623,16230,2.9613678373382624,0.08121487444170403
317,16183,3.1460792189334486,0.08097968657363502
266,16171,3.496258734772123,0.08091963860731953
786,16135,3.148218159281066,0.08073949470837305
1407,16067,3.2808551689798966,0.08039922289925192
1288,16054,4.032234957020058,0.08033417093574347
3977,15977,2.8072854728672465,0.07994886315188574
3408,15909,3.590389087937645,0.0796085913427646
1374,15893,3.6956836343044106,0.07952852738767728
3481,15887,3.8376345439667654,0.07949850340451953
350,15833,3.4674098402071625,0.07922828755609981
1090,15808,3.919977226720648,0.07910318762627587
3052,15753,3.6172792483971308,0.07882796778066319
6711,15739,3.8131711036279308,0.07875791181996179
3948,15713,3.4512823776490804,0.07862780789294489
8636,15712,3.551107433808554,0.07862280389575194
1380,15630,3.31445937300064,0.0782124761259294
908,15627,4.233538107122288,0.07819746413435051
1370,15579,3.417934398870274,0.07795727226908855
6333,15573,3.6812431772940344,0.0779272482859308
1304,15558,4.0536379997428975,0.07785218832803643
1394,15483,3.8855196021442873,0.0774768885385646
32587,15481,3.8742006330340417,0.07746688054417869
2194,15442,3.884503302681,0.07727172465365334
1230,15383,4.081258532145875,0.07697648881926883
1625,15373,3.836791777792233,0.07692644884733926
555,15360,3.808365885416667,0.0768613968838308
1676,15341,3.2141320644025813,0.07676632093716461
1183,15330,3.63382257012394,0.07671127696804207
2542,15325,3.988678629690049,0.07668625698207727
1641,15323,3.711838412843438,0.07667624898769138
1252,15310,4.199673416067929,0.07661119702418291
708,15263,3.4050317761907882,0.07637600915611391
2268,15211,3.8123068831766487,0.0761158013020801
553,15157,3.6974995051791253,0.07584558545366038
2640,15089,3.39800516932865,0.07550531364453926
1278,15087,3.996785311857891,0.07549530565015335
1148,15022,4.181067767274664,0.0751700458326111
173,14993,2.5382845327819648,0.07502492991401531
160,14965,2.6047444036084197,0.0748848179926125
420,14934,2.7498660774072587,0.07472969407963082
1234,14926,4.173556210639153,0.07468966210208715
1954,14865,3.725866128489741,0.07438441827331672
1207,14769,4.188943056401923,0.07390403454279279
2712,14615,3.2101607937050973,0.0731334189750773
8360,14564,3.5879222741005217,0.07287821511823644
3527,14537,3.620313682327853,0.07274310719402659
1544,14530,2.952821748107364,0.07270807921367588
3949,14515,4.033585945573544,0.07263301925578151
1201,14496,4.123240894039735,0.07253794330911531
1500,14487,3.7454614481949333,0.0724929073343787
5816,14469,3.5795839380745043,0.07240283538490545
520,14439,3.040168986771937,0.07225271546911673
920,14396,3.8218602389552654,0.07203754358981955
784,14379,2.7027609708602824,0.07195247563753927
44191,14356,3.927417107829479,0.07183738370210124
832,14347,3.4579354568899423,0.07179234772736462
163,14321,3.445394874659591,0.07166224380034772
48516,14309,4.109930812775176,0.07160219583403223
2081,14294,3.5139219252833356,0.07152713587613786
370,14261,2.9555080288899798,0.07136200396877025
2353,14217,3.550854610677358,0.0711418280922801
497,14214,3.894188827916139,0.07112681610070125
653,14192,3.216847519729425,0.07101672816245617
1608,14169,3.306725951019832,0.07090163622701814
2985,14157,3.308893127074945,0.07084158826070265
3471,14155,3.7852702225362065,0.07083158026631674
1266,14151,3.9883400466398133,0.0708115642775449
1552,14110,3.1821048901488305,0.07060640039263363
1028,14096,3.7324063564131666,0.07053634443193223
903,14094,4.148006243791684,0.07052633643754631
953,14084,4.064292814541323,0.07047629646561673
1035,14049,3.8044344793223717,0.07030115656386321
79132,14023,4.156172003137702,0.07017105263684632
1199,13957,4.029590886293616,0.0698407888221111
2302,13957,3.5834348355663823,0.0698407888221111
3175,13945,3.600717102904267,0.06978074085579561
1639,13933,3.6384482882365607,0.06972069288948012
435,13911,2.5935590539860542,0.06961060495123504
2699,13866,2.7871051492860235,0.06938542507755195
2395,13780,3.852612481857765,0.06895508131895758
2599,13756,3.7890738586798487,0.0688349853863266
196,13628,2.8502714998532435,0.06819447374562801
2321,13627,3.577309752696852,0.06818946974843505
1233,13612,4.139729650308551,0.06811440979054069
485,13577,2.7787434632098402,0.06793926988878717
3176,13563,3.4840374548403745,0.06786921392808576
3994,13555,3.4818517152342308,0.06782918195054209
2406,13553,3.4830664797461814,0.06781917395615618
466,13521,2.914503365135715,0.06765904604598152
1673,13491,3.68508635386554,0.0675089261301928
2657,13482,3.329587598279187,0.06746389015545617
5618,13466,4.203809594534383,0.06738382620036885
1358,13451,4.015463534309717,0.06730876624247449
8665,13435,3.8470785262374396,0.06722870228738717
1320,13401,3.0931273785538393,0.0670585663828266
1777,13384,3.410378063359235,0.06697349843054631
1997,13359,3.7441799535893403,0.06684839850072238
3081,13162,3.5441042394772833,0.0658626110537097
8368,13157,3.752071140837577,0.06583759106774491
3253,13124,3.460987503809814,0.06567245916037731
1376,13098,3.494617498854787,0.06554235523336041
2001,13080,3.3090978593272173,0.06545228328388716
48,13046,2.9461137513414073,0.06528214737932661
2006,12999,3.3071774751903993,0.0650469595112576
7,12961,3.3664840675873777,0.0648568076179252
3753,12946,3.463347752201452,0.06478174766003084
6016,12937,4.235410064157069,0.06473671168529421
1203,12934,4.224137931034483,0.06472169969371534
2804,12934,4.030887583114272,0.06472169969371534
552,12901,3.2163010619331835,0.06455656778634773
1377,12841,3.0945798613815123,0.06425632795477026
432,12819,2.735470785552695,0.0641462400165252
596,12782,3.4996870599280236,0.06396109212038577
3,12735,3.1510404397330194,0.06372590425231675
7147,12719,3.822431008727101,0.06364584029722942
70,12712,3.2774543738200124,0.06361081231687872
172,12706,2.7326066425310875,0.06358078833372098
2529,12702,3.620414108014486,0.06356077234494914
225,12662,3.2883035855315117,0.06336061245723085
158,12625,2.932,0.0631754645610914
151,12616,3.539037729866836,0.06313042858635479
2671,12588,3.453924372418176,0.06299031666495196
1250,12576,4.110050890585241,0.06293026869863647
802,12539,3.4905096100167476,0.06274512080249703
5060,12528,3.9080459770114944,0.0626900768333745
4979,12513,3.765044353871973,0.06261501687548014
1215,12469,3.7253187906006895,0.062394840998989995
1408,12419,3.7207504630002415,0.06214464113934211
1396,12385,3.6447719014937423,0.06197450523478154
1204,12378,4.162102116658588,0.06193947725443084
543,12348,3.236354065435698,0.061789357338642104
1094,12348,3.6575153871072237,0.061789357338642104
49272,12311,3.8496060433758426,0.06160420944250267
33493,12303,3.465821344387548,0.06156417746495901
2470,12297,3.141457265999837,0.06153415348180126
6934,12282,3.1437469467513433,0.061459093523906896
5669,12280,3.7876221498371336,0.06144908552952098
1302,12267,3.653419744028695,0.061384033566012526
1242,12266,3.974523071906082,0.061379029568819576
3418,12258,3.581375428291728,0.06133899759127591
236,12215,3.3153499795333605,0.06112382571197873
494,12190,3.3614438063986873,0.06099872578215478
60069,12176,4.038929040735874,0.060928669821453375
6502,12170,3.7524239934264587,0.06089864583829563
5,12161,3.064591727653976,0.06085360986355902
913,12144,4.187211791831357,0.06076854191127873
1282,12139,3.7355630612076776,0.060743521925313945
168,12084,3.084698775239987,0.06046830207970126
745,12073,4.167315497390872,0.060413258110578724
2890,12045,3.61120797011208,0.06027314618917591
4246,11986,3.4632487902552977,0.059977910354791414
265,11975,3.9272651356993737,0.05992286638566888
145,11975,3.2507724425887266,0.05992286638566888
59315,11944,3.913052578700603,0.05976774247268719
1722,11907,3.233854035441337,0.05958259457654774
112,11890,3.412573591253154,0.059497526624267466
2763,11879,3.500757639531947,0.05944248265514493
46578,11878,3.9220828422293317,0.059437478657951966
2100,11777,3.2230619003141716,0.05893207494146324
1748,11759,3.7988774555659495,0.058842002991989995
5218,11713,3.6033893963971657,0.05861181912111394
342,11690,3.5099657827202737,0.05849672718567592
3160,11684,3.8582249229715853,0.05846670320251818
805,11684,3.702798699075659,0.05846670320251818
8874,11651,3.9045575487082655,0.05830157129515057
1876,11639,2.9531317123464214,0.058241523328835074
2572,11613,3.473908550762077,0.05811141940181817
2019,11611,4.2741796572216,0.05810141140743226
4308,11580,3.581174438687392,0.05794628749445057
1729,11557,3.6856450635978195,0.05783119555901253
58,11549,3.978396397956533,0.05779116358146887
3448,11548,3.6625822653273294,0.057786159584275916
3033,11536,3.4018290568654646,0.05772611161796043
1909,11469,3.328450605981341,0.05739084380603225
1645,11458,3.4787484726828417,0.05733579983690973
2167,11401,3.355626699412332,0.05705057199691114
48394,11399,4.037898061233442,0.05704056400252522
1276,11353,4.109838809125342,0.05681038013164916
1275,11350,3.615726872246696,0.05679536814007029
3421,11347,3.825107958050586,0.05678035614849142
376,11294,3.281609704267753,0.05651514429726466
2424,11286,3.1440279992911573,0.056475112319721
48780,11269,4.042195403318839,0.05639004436744071
471,11268,3.6641817536386228,0.05638504037024775
282,11249,3.420970752955818,0.05628996442358156
2947,11240,3.744306049822064,0.05624492844884494
186,11222,2.891730529317412,0.0561548564993717
2003,11200,3.243839285714286,0.056044768561126626
4370,11196,3.214049660593069,0.0560247525723548
628,11169,3.7585280687617515,0.055889644648144936
1674,11164,3.849292368326765,0.05586462466218015
315,11164,2.9020512361160873,0.05586462466218015
1333,11160,3.7520609318996416,0.05584460867340832
